freq,unit,agriprod,geo,TIME_PERIOD,OBS_VALUE
Annual,Euro per hectare,Arable land,Illes Balears,2016,113.0
Annual,Euro per hectare,Arable land,Illes Balears,2017,125.0
Annual,Euro per hectare,Arable land,Illes Balears,2018,130.0
Annual,Euro per hectare,Arable land,Illes Balears,2019,138.0
Annual,Euro per hectare,Arable land,Illes Balears,2020,138.0
Annual,Euro per hectare,Arable land,Sur,2016,302.0
Annual,Euro per hectare,Arable land,Sur,2017,308.0
Annual,Euro per hectare,Arable land,Sur,2018,317.0
Annual,Euro per hectare,Arable land,Sur,2019,322.0
Annual,Euro per hectare,Arable land,Sur,2020,327.0
Annual,Euro per hectare,Arable land,Andalucía,2016,269.0
Annual,Euro per hectare,Arable land,Andalucía,2017,276.0
Annual,Euro per hectare,Arable land,Andalucía,2018,285.0
Annual,Euro per hectare,Arable land,Andalucía,2019,284.0
Annual,Euro per hectare,Arable land,Andalucía,2020,283.0
Annual,Euro per hectare,Arable land,Región de Murcia,2016,470.0
Annual,Euro per hectare,Arable land,Región de Murcia,2017,471.0
Annual,Euro per hectare,Arable land,Región de Murcia,2018,481.0
Annual,Euro per hectare,Arable land,Región de Murcia,2019,516.0
Annual,Euro per hectare,Arable land,Región de Murcia,2020,554.0
Annual,Euro per hectare,Arable land,Canarias,2016,2569.0
Annual,Euro per hectare,Arable land,Canarias,2017,2595.0
Annual,Euro per hectare,Arable land,Canarias,2018,2595.0
Annual,Euro per hectare,Arable land,Canarias,2019,2595.0
Annual,Euro per hectare,Arable land,Canarias,2020,2595.0
Annual,Euro per hectare,Arable land,Hrvatska,2013,120.0
Annual,Euro per hectare,Arable land,Hrvatska,2014,101.0
Annual,Euro per hectare,Arable land,Hrvatska,2015,116.0
Annual,Euro per hectare,Arable land,Hrvatska,2016,113.0
Annual,Euro per hectare,Arable land,Hrvatska,2017,103.0
Annual,Euro per hectare,Arable land,Hrvatska,2018,105.0
Annual,Euro per hectare,Arable land,Hrvatska,2019,104.0
Annual,Euro per hectare,Arable land,Hrvatska,2020,105.0
Annual,Euro per hectare,Arable land,Panonska Hrvatska,2020,108.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2013,81.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2014,77.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2015,83.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2016,91.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2017,85.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2018,83.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2019,85.0
Annual,Euro per hectare,Arable land,Jadranska Hrvatska,2020,86.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2013,128.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2014,105.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2015,122.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2016,117.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2017,107.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2018,109.0
Annual,Euro per hectare,Arable land,Kontinentalna Hrvatska (NUTS 2016),2019,107.0
Annual,Euro per hectare,Arable land,Grad Zagreb,2020,121.0
Annual,Euro per hectare,Arable land,Sjeverna Hrvatska,2020,113.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2011,91.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2012,109.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2013,112.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2014,115.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2015,126.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2016,124.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2017,125.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2018,127.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2019,131.0
Annual,Euro per hectare,Arable land,Közép-Magyarország,2020,132.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2011,91.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2012,109.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2013,112.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2014,115.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2015,126.0
Annual,Euro per hectare,Arable land,Közép-Magyarország (NUTS 2013),2016,124.0
Annual,Euro per hectare,Arable land,Pest,2017,126.0
Annual,Euro per hectare,Arable land,Pest,2018,127.0
Annual,Euro per hectare,Arable land,Pest,2019,131.0
Annual,Euro per hectare,Arable land,Pest,2020,132.0
Annual,Euro per hectare,Arable land,Dunántúl,2011,121.0
Annual,Euro per hectare,Arable land,Dunántúl,2012,136.0
Annual,Euro per hectare,Arable land,Dunántúl,2013,143.0
Annual,Euro per hectare,Arable land,Dunántúl,2014,143.0
Annual,Euro per hectare,Arable land,Dunántúl,2015,152.0
Annual,Euro per hectare,Arable land,Dunántúl,2016,163.0
Annual,Euro per hectare,Arable land,Dunántúl,2017,173.0
Annual,Euro per hectare,Arable land,Dunántúl,2018,178.0
Annual,Euro per hectare,Arable land,Dunántúl,2019,186.0
Annual,Euro per hectare,Arable land,Dunántúl,2020,187.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2011,111.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2012,127.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2013,127.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2014,126.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2015,131.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2016,147.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2017,157.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2018,166.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2019,169.0
Annual,Euro per hectare,Arable land,Közép-Dunántúl,2020,174.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2011,105.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2012,122.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2013,127.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2014,125.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2015,141.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2016,145.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2017,152.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2018,154.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2019,162.0
Annual,Euro per hectare,Arable land,Nyugat-Dunántúl,2020,161.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2011,142.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2012,154.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2013,165.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2014,168.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2015,175.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2016,186.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2017,199.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2018,205.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2019,215.0
Annual,Euro per hectare,Arable land,Dél-Dunántúl,2020,215.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2011,117.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2012,134.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2013,135.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2014,137.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2015,146.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2016,159.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2017,170.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2018,176.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2019,188.0
Annual,Euro per hectare,Arable land,Alföld és Észak,2020,185.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2011,85.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2012,101.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2013,98.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2014,101.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2015,106.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2016,116.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2017,119.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2018,127.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2019,134.0
Annual,Euro per hectare,Arable land,Észak-Magyarország,2020,132.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2011,116.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2012,134.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2013,137.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2014,138.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2015,150.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2016,165.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2017,179.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2018,185.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2019,197.0
Annual,Euro per hectare,Arable land,Észak-Alföld,2020,196.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2011,135.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2012,152.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2013,152.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2014,155.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2015,164.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2016,177.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2017,190.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2018,195.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2019,210.0
Annual,Euro per hectare,Arable land,Dél-Alföld,2020,205.0
Annual,Euro per hectare,Arable land,Ireland,2013,360.0
Annual,Euro per hectare,Arable land,Ireland,2014,362.0
Annual,Euro per hectare,Arable land,Ireland,2015,366.0
Annual,Euro per hectare,Arable land,Ireland,2016,397.0
Annual,Euro per hectare,Arable land,Ireland,2017,422.0
Annual,Euro per hectare,Arable land,Ireland,2018,378.0
Annual,Euro per hectare,Arable land,Ireland,2019,420.0
Annual,Euro per hectare,Arable land,Ireland,2020,448.0
Annual,Euro per hectare,Arable land,"Border, Midland and Western (NUTS 2013)",2013,371.0
Annual,Euro per hectare,Arable land,"Border, Midland and Western (NUTS 2013)",2014,357.0
Annual,Euro per hectare,Arable land,"Border, Midland and Western (NUTS 2013)",2015,341.0
Annual,Euro per hectare,Arable land,"Border, Midland and Western (NUTS 2013)",2016,317.0
Annual,Euro per hectare,Arable land,Southern and Eastern (NUTS 2013),2013,341.0
Annual,Euro per hectare,Arable land,Southern and Eastern (NUTS 2013),2014,349.0
Annual,Euro per hectare,Arable land,Southern and Eastern (NUTS 2013),2015,358.0
Annual,Euro per hectare,Arable land,Southern and Eastern (NUTS 2013),2016,419.0
Annual,Euro per hectare,Arable land,Northern and Western,2013,406.0
Annual,Euro per hectare,Arable land,Northern and Western,2014,390.0
Annual,Euro per hectare,Arable land,Northern and Western,2015,364.0
Annual,Euro per hectare,Arable land,Northern and Western,2016,351.0
Annual,Euro per hectare,Arable land,Northern and Western,2017,536.0
Annual,Euro per hectare,Arable land,Northern and Western,2018,456.0
Annual,Euro per hectare,Arable land,Northern and Western,2019,477.0
Annual,Euro per hectare,Arable land,Northern and Western,2020,519.0
Annual,Euro per hectare,Arable land,Southern,2013,362.0
Annual,Euro per hectare,Arable land,Southern,2014,367.0
Annual,Euro per hectare,Arable land,Southern,2015,390.0
Annual,Euro per hectare,Arable land,Southern,2016,467.0
Annual,Euro per hectare,Arable land,Southern,2017,387.0
Annual,Euro per hectare,Arable land,Southern,2018,345.0
Annual,Euro per hectare,Arable land,Southern,2019,412.0
Annual,Euro per hectare,Arable land,Southern,2020,446.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2013,294.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2014,314.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2015,322.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2016,320.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2017,340.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2018,341.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2019,370.0
Annual,Euro per hectare,Arable land,Eastern and Midland,2020,390.0
Annual,Euro per hectare,Arable land,Nord-Ovest,2016,1128.0
Annual,Euro per hectare,Arable land,Nord-Ovest,2017,1141.0
Annual,Euro per hectare,Arable land,Nord-Ovest,2018,1153.0
Annual,Euro per hectare,Arable land,Nord-Ovest,2019,1001.0
Annual,Euro per hectare,Arable land,Nord-Ovest,2020,1246.0
Annual,Euro per hectare,Arable land,Piemonte,2016,1140.0
Annual,Euro per hectare,Arable land,Piemonte,2017,1098.0
Annual,Euro per hectare,Arable land,Piemonte,2018,1093.0
Annual,Euro per hectare,Arable land,Piemonte,2019,1032.0
Annual,Euro per hectare,Arable land,Piemonte,2020,1464.0
Annual,Euro per hectare,Arable land,Valle d’Aosta/Vallée d’Aoste,2016,1105.0
Annual,Euro per hectare,Arable land,Valle d’Aosta/Vallée d’Aoste,2017,1175.0
Annual,Euro per hectare,Arable land,Valle d’Aosta/Vallée d’Aoste,2018,1096.0
Annual,Euro per hectare,Arable land,Valle d’Aosta/Vallée d’Aoste,2019,1162.0
Annual,Euro per hectare,Arable land,Valle d’Aosta/Vallée d’Aoste,2020,1457.0
Annual,Euro per hectare,Arable land,Liguria,2016,1123.0
Annual,Euro per hectare,Arable land,Liguria,2017,1054.0
Annual,Euro per hectare,Arable land,Liguria,2018,1072.0
Annual,Euro per hectare,Arable land,Liguria,2019,800.0
Annual,Euro per hectare,Arable land,Liguria,2020,675.0
Annual,Euro per hectare,Arable land,Lombardia,2016,1077.0
Annual,Euro per hectare,Arable land,Lombardia,2017,1128.0
Annual,Euro per hectare,Arable land,Lombardia,2018,1260.0
Annual,Euro per hectare,Arable land,Lombardia,2019,1015.0
Annual,Euro per hectare,Arable land,Lombardia,2020,1163.0
Annual,Euro per hectare,Arable land,Sud,2016,976.0
Annual,Euro per hectare,Arable land,Sud,2017,912.0
Annual,Euro per hectare,Arable land,Sud,2018,922.0
Annual,Euro per hectare,Arable land,Sud,2019,953.0
Annual,Euro per hectare,Arable land,Sud,2020,1359.0
Annual,Euro per hectare,Arable land,Abruzzo,2016,976.0
Annual,Euro per hectare,Arable land,Abruzzo,2017,831.0
Annual,Euro per hectare,Arable land,Abruzzo,2018,958.0
Annual,Euro per hectare,Arable land,Abruzzo,2019,914.0
Annual,Euro per hectare,Arable land,Abruzzo,2020,840.0
Annual,Euro per hectare,Arable land,Molise,2016,877.0
Annual,Euro per hectare,Arable land,Molise,2017,792.0
Annual,Euro per hectare,Arable land,Molise,2018,794.0
Annual,Euro per hectare,Arable land,Molise,2019,772.0
Annual,Euro per hectare,Arable land,Molise,2020,428.0
Annual,Euro per hectare,Arable land,Campania,2016,1069.0
Annual,Euro per hectare,Arable land,Campania,2017,938.0
Annual,Euro per hectare,Arable land,Campania,2018,1107.0
Annual,Euro per hectare,Arable land,Campania,2019,1137.0
Annual,Euro per hectare,Arable land,Campania,2020,1110.0
Annual,Euro per hectare,Arable land,Puglia,2016,1229.0
Annual,Euro per hectare,Arable land,Puglia,2017,1147.0
Annual,Euro per hectare,Arable land,Puglia,2018,995.0
Annual,Euro per hectare,Arable land,Puglia,2019,1013.0
Annual,Euro per hectare,Arable land,Puglia,2020,1571.0
Annual,Euro per hectare,Arable land,Basilicata,2016,803.0
Annual,Euro per hectare,Arable land,Basilicata,2017,894.0
Annual,Euro per hectare,Arable land,Basilicata,2018,785.0
Annual,Euro per hectare,Arable land,Basilicata,2019,866.0
Annual,Euro per hectare,Arable land,Basilicata,2020,1329.0
Annual,Euro per hectare,Arable land,Calabria,2016,910.0
Annual,Euro per hectare,Arable land,Calabria,2017,826.0
Annual,Euro per hectare,Arable land,Calabria,2018,801.0
Annual,Euro per hectare,Arable land,Calabria,2019,959.0
Annual,Euro per hectare,Arable land,Calabria,2020,584.0
Annual,Euro per hectare,Arable land,Isole,2016,916.0
Annual,Euro per hectare,Arable land,Isole,2017,849.0
Annual,Euro per hectare,Arable land,Isole,2018,848.0
Annual,Euro per hectare,Arable land,Isole,2019,901.0
Annual,Euro per hectare,Arable land,Isole,2020,1040.0
Annual,Euro per hectare,Arable land,Sicilia,2016,938.0
Annual,Euro per hectare,Arable land,Sicilia,2017,829.0
Annual,Euro per hectare,Arable land,Sicilia,2018,888.0
Annual,Euro per hectare,Arable land,Sicilia,2019,970.0
Annual,Euro per hectare,Arable land,Sicilia,2020,1200.0
Annual,Euro per hectare,Arable land,Sardegna,2016,906.0
Annual,Euro per hectare,Arable land,Sardegna,2017,874.0
Annual,Euro per hectare,Arable land,Sardegna,2018,806.0
Annual,Euro per hectare,Arable land,Sardegna,2019,839.0
Annual,Euro per hectare,Arable land,Sardegna,2020,507.0
Annual,Euro per hectare,Arable land,Nord-Est,2016,1033.0
Annual,Euro per hectare,Arable land,Nord-Est,2017,941.0
Annual,Euro per hectare,Arable land,Nord-Est,2018,974.0
Annual,Euro per hectare,Arable land,Nord-Est,2019,1143.0
Annual,Euro per hectare,Arable land,Nord-Est,2020,1160.0
Annual,Euro per hectare,Arable land,Veneto,2016,912.0
Annual,Euro per hectare,Arable land,Veneto,2017,938.0
Annual,Euro per hectare,Arable land,Veneto,2018,1006.0
Annual,Euro per hectare,Arable land,Veneto,2019,1101.0
Annual,Euro per hectare,Arable land,Veneto,2020,1468.0
Annual,Euro per hectare,Arable land,Friuli-Venezia Giulia,2016,1140.0
Annual,Euro per hectare,Arable land,Friuli-Venezia Giulia,2017,907.0
Annual,Euro per hectare,Arable land,Friuli-Venezia Giulia,2018,922.0
Annual,Euro per hectare,Arable land,Friuli-Venezia Giulia,2019,1145.0
Annual,Euro per hectare,Arable land,Friuli-Venezia Giulia,2020,2542.0
Annual,Euro per hectare,Arable land,Emilia-Romagna,2016,1089.0
Annual,Euro per hectare,Arable land,Emilia-Romagna,2017,982.0
Annual,Euro per hectare,Arable land,Emilia-Romagna,2018,998.0
Annual,Euro per hectare,Arable land,Emilia-Romagna,2019,1179.0
Annual,Euro per hectare,Arable land,Emilia-Romagna,2020,861.0
Annual,Euro per hectare,Arable land,Centro (IT),2016,957.0
Annual,Euro per hectare,Arable land,Centro (IT),2017,953.0
Annual,Euro per hectare,Arable land,Centro (IT),2018,944.0
Annual,Euro per hectare,Arable land,Centro (IT),2019,1067.0
Annual,Euro per hectare,Arable land,Centro (IT),2020,975.0
Annual,Euro per hectare,Arable land,Toscana,2016,977.0
Annual,Euro per hectare,Arable land,Toscana,2017,957.0
Annual,Euro per hectare,Arable land,Toscana,2018,952.0
Annual,Euro per hectare,Arable land,Toscana,2019,1021.0
Annual,Euro per hectare,Arable land,Toscana,2020,968.0
Annual,Euro per hectare,Arable land,Umbria,2016,886.0
Annual,Euro per hectare,Arable land,Umbria,2017,1070.0
Annual,Euro per hectare,Arable land,Umbria,2018,1006.0
Annual,Euro per hectare,Arable land,Umbria,2019,976.0
Annual,Euro per hectare,Arable land,Umbria,2020,927.0
Annual,Euro per hectare,Arable land,Marche,2016,930.0
Annual,Euro per hectare,Arable land,Marche,2017,927.0
Annual,Euro per hectare,Arable land,Marche,2018,926.0
Annual,Euro per hectare,Arable land,Marche,2019,1106.0
Annual,Euro per hectare,Arable land,Marche,2020,1188.0
Annual,Euro per hectare,Arable land,Lazio,2016,1054.0
Annual,Euro per hectare,Arable land,Lazio,2017,834.0
Annual,Euro per hectare,Arable land,Lazio,2018,940.0
Annual,Euro per hectare,Arable land,Lazio,2019,1143.0
Annual,Euro per hectare,Arable land,Lazio,2020,813.0
Annual,Euro per hectare,Arable land,Lietuva,2011,60.0
Annual,Euro per hectare,Arable land,Lietuva,2012,72.0
Annual,Euro per hectare,Arable land,Lietuva,2013,80.0
Annual,Euro per hectare,Arable land,Lietuva,2014,82.0
Annual,Euro per hectare,Arable land,Lietuva,2015,83.0
Annual,Euro per hectare,Arable land,Lietuva,2016,82.0
Annual,Euro per hectare,Arable land,Lietuva,2017,124.0
Annual,Euro per hectare,Arable land,Lietuva,2018,131.0
Annual,Euro per hectare,Arable land,Lietuva,2019,144.0
Annual,Euro per hectare,Arable land,Lietuva,2020,154.0
Annual,Euro per hectare,Arable land,Sostinės regionas,2016,76.0
Annual,Euro per hectare,Arable land,Sostinės regionas,2017,81.0
Annual,Euro per hectare,Arable land,Sostinės regionas,2018,88.0
Annual,Euro per hectare,Arable land,Sostinės regionas,2019,90.0
Annual,Euro per hectare,Arable land,Sostinės regionas,2020,110.0
Annual,Euro per hectare,Arable land,Vidurio ir vakarų Lietuvos regionas,2016,83.0
Annual,Euro per hectare,Arable land,Vidurio ir vakarų Lietuvos regionas,2017,127.0
Annual,Euro per hectare,Arable land,Vidurio ir vakarų Lietuvos regionas,2018,133.0
Annual,Euro per hectare,Arable land,Vidurio ir vakarų Lietuvos regionas,2019,146.0
Annual,Euro per hectare,Arable land,Vidurio ir vakarų Lietuvos regionas,2020,156.0
Annual,Euro per hectare,Arable land,Malta,2017,95.0
Annual,Euro per hectare,Arable land,Malta,2018,83.0
Annual,Euro per hectare,Arable land,Malta,2019,86.0
Annual,Euro per hectare,Arable land,Malta,2020,87.0
Annual,Euro per hectare,Arable land,"Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)",2014,51.0
Annual,Euro per hectare,Arable land,"Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)",2015,47.0
Annual,Euro per hectare,Arable land,"Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)",2016,49.0
Annual,Euro per hectare,Arable land,"Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)",2018,47.0
Annual,Euro per hectare,Arable land,"Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)",2019,50.0
Annual,Euro per hectare,Arable land,"Telemark, Aust-Agder, Vest-Agder (statistical region 2016)",2014,35.0
Annual,Euro per hectare,Arable land,"Telemark, Aust-Agder, Vest-Agder (statistical region 2016)",2015,29.0
Annual,Euro per hectare,Arable land,"Telemark, Aust-Agder, Vest-Agder (statistical region 2016)",2016,29.0
Annual,Euro per hectare,Arable land,"Telemark, Aust-Agder, Vest-Agder (statistical region 2016)",2018,29.0
Annual,Euro per hectare,Arable land,"Telemark, Aust-Agder, Vest-Agder (statistical region 2016)",2019,28.0
Annual,Euro per hectare,Arable land,Rogaland (statistical region 2016),2014,56.0
Annual,Euro per hectare,Arable land,Rogaland (statistical region 2016),2015,59.0
Annual,Euro per hectare,Arable land,Rogaland (statistical region 2016),2016,50.0
Annual,Euro per hectare,Arable land,Rogaland (statistical region 2016),2018,52.0
Annual,Euro per hectare,Arable land,Rogaland (statistical region 2016),2019,51.0
Annual,Euro per hectare,Arable land,Vestlandet (statistical region 2016),2014,23.0
Annual,Euro per hectare,Arable land,Vestlandet (statistical region 2016),2015,22.0
Annual,Euro per hectare,Arable land,Vestlandet (statistical region 2016),2016,22.0
Annual,Euro per hectare,Arable land,Vestlandet (statistical region 2016),2018,18.0
Annual,Euro per hectare,Arable land,Vestlandet (statistical region 2016),2019,16.0
Annual,Euro per hectare,Arable land,Trøndelag,2014,42.0
Annual,Euro per hectare,Arable land,Trøndelag,2015,38.0
Annual,Euro per hectare,Arable land,Trøndelag,2016,41.0
Annual,Euro per hectare,Arable land,Trøndelag,2018,34.0
Annual,Euro per hectare,Arable land,Trøndelag,2019,27.0
Annual,Euro per hectare,Arable land,Nord-Norge,2014,11.0
Annual,Euro per hectare,Arable land,Nord-Norge,2015,13.0
Annual,Euro per hectare,Arable land,Nord-Norge,2016,12.0
Annual,Euro per hectare,Arable land,Nord-Norge,2018,10.0
Annual,Euro per hectare,Arable land,Nord-Norge,2019,11.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2011,114.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2012,163.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2013,164.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2014,184.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2015,173.0
Annual,Euro per hectare,Arable land,Region Centralny (NUTS 2013),2016,168.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2011,112.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2012,170.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2013,155.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2014,188.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2015,171.0
Annual,Euro per hectare,Arable land,Mazowieckie (NUTS 2013),2016,168.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2011,88.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2012,130.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2013,151.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2014,167.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2015,162.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2016,147.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2017,158.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2018,162.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2019,170.0
Annual,Euro per hectare,Arable land,Makroregion południowy,2020,172.0
Annual,Euro per hectare,Arable land,Małopolskie,2011,77.0
Annual,Euro per hectare,Arable land,Małopolskie,2012,136.0
Annual,Euro per hectare,Arable land,Małopolskie,2013,200.0
Annual,Euro per hectare,Arable land,Małopolskie,2014,182.0
Annual,Euro per hectare,Arable land,Małopolskie,2015,174.0
Annual,Euro per hectare,Arable land,Małopolskie,2016,155.0
Annual,Euro per hectare,Arable land,Małopolskie,2017,165.0
Annual,Euro per hectare,Arable land,Małopolskie,2018,172.0
Annual,Euro per hectare,Arable land,Małopolskie,2019,180.0
Annual,Euro per hectare,Arable land,Małopolskie,2020,189.0
Annual,Euro per hectare,Arable land,Śląskie,2011,106.0
Annual,Euro per hectare,Arable land,Śląskie,2012,122.0
Annual,Euro per hectare,Arable land,Śląskie,2013,120.0
Annual,Euro per hectare,Arable land,Śląskie,2014,146.0
Annual,Euro per hectare,Arable land,Śląskie,2015,143.0
Annual,Euro per hectare,Arable land,Śląskie,2016,136.0
Annual,Euro per hectare,Arable land,Śląskie,2017,140.0
Annual,Euro per hectare,Arable land,Śląskie,2018,136.0
Annual,Euro per hectare,Arable land,Śląskie,2019,154.0
Annual,Euro per hectare,Arable land,Śląskie,2020,144.0
Annual,Euro per hectare,Arable land,Region Wschodni (NUTS 2013),2011,98.0
Annual,Euro per hectare,Arable land,Region Wschodni (NUTS 2013),2012,129.0
Annual,Euro per hectare,Arable land,Region Wschodni (NUTS 2013),2013,133.0
Annual,Euro per hectare,Arable land,Region Wschodni (NUTS 2013),2014,163.0
Annual,Euro per hectare,Arable land,Region Wschodni (NUTS 2013),2015,160.0
