freq,currency,prod_veg,geo,TIME_PERIOD,OBS_VALUE
Annual,Euro,Maize - prices per 100 kg,Greece,2011,21.45
Annual,Euro,Maize - prices per 100 kg,Greece,2012,24.15
Annual,Euro,Maize - prices per 100 kg,Greece,2013,19.87
Annual,Euro,Maize - prices per 100 kg,Greece,2014,20.13
Annual,Euro,Maize - prices per 100 kg,Greece,2015,21.03
Annual,Euro,Maize - prices per 100 kg,Greece,2016,21.51
Annual,Euro,Maize - prices per 100 kg,Greece,2017,20.55
Annual,Euro,Maize - prices per 100 kg,Greece,2018,21.31
Annual,Euro,Maize - prices per 100 kg,Greece,2019,21.18
Annual,Euro,Maize - prices per 100 kg,Greece,2020,21.27
Annual,Euro,Maize - prices per 100 kg,Spain,2011,21.69
Annual,Euro,Maize - prices per 100 kg,Spain,2012,23.3
Annual,Euro,Maize - prices per 100 kg,Spain,2013,19.89
Annual,Euro,Maize - prices per 100 kg,Spain,2014,16.87
Annual,Euro,Maize - prices per 100 kg,Spain,2015,17.29
Annual,Euro,Maize - prices per 100 kg,Spain,2016,16.88
Annual,Euro,Maize - prices per 100 kg,Spain,2017,17.18
Annual,Euro,Maize - prices per 100 kg,Spain,2018,17.64
Annual,Euro,Maize - prices per 100 kg,Spain,2019,17.71
Annual,Euro,Maize - prices per 100 kg,Spain,2020,19.5
Annual,Euro,Maize - prices per 100 kg,France,2011,21.04
Annual,Euro,Maize - prices per 100 kg,France,2012,29.2
Annual,Euro,Maize - prices per 100 kg,France,2013,26.27
Annual,Euro,Maize - prices per 100 kg,France,2014,20.5
Annual,Euro,Maize - prices per 100 kg,France,2015,20.1
Annual,Euro,Maize - prices per 100 kg,France,2016,20.1
Annual,Euro,Maize - prices per 100 kg,Croatia,2011,17.62
Annual,Euro,Maize - prices per 100 kg,Croatia,2012,22.0
Annual,Euro,Maize - prices per 100 kg,Croatia,2013,15.4
Annual,Euro,Maize - prices per 100 kg,Croatia,2014,11.94
Annual,Euro,Maize - prices per 100 kg,Croatia,2015,12.75
Annual,Euro,Maize - prices per 100 kg,Croatia,2016,13.57
Annual,Euro,Maize - prices per 100 kg,Croatia,2017,13.94
Annual,Euro,Maize - prices per 100 kg,Croatia,2018,12.89
Annual,Euro,Maize - prices per 100 kg,Croatia,2019,12.13
Annual,Euro,Maize - prices per 100 kg,Croatia,2020,12.84
Annual,Euro,Maize - prices per 100 kg,Hungary,2011,17.53
Annual,Euro,Maize - prices per 100 kg,Hungary,2012,19.6
Annual,Euro,Maize - prices per 100 kg,Hungary,2013,16.43
Annual,Euro,Maize - prices per 100 kg,Hungary,2014,13.44
Annual,Euro,Maize - prices per 100 kg,Hungary,2015,13.71
Annual,Euro,Maize - prices per 100 kg,Hungary,2016,13.38
Annual,Euro,Maize - prices per 100 kg,Hungary,2017,14.12
Annual,Euro,Maize - prices per 100 kg,Hungary,2018,14.46
Annual,Euro,Maize - prices per 100 kg,Hungary,2019,13.47
Annual,Euro,Maize - prices per 100 kg,Hungary,2020,14.18
Annual,Euro,Maize - prices per 100 kg,Italy,2011,22.77
Annual,Euro,Maize - prices per 100 kg,Italy,2012,22.5
Annual,Euro,Maize - prices per 100 kg,Italy,2013,22.56
Annual,Euro,Maize - prices per 100 kg,Italy,2014,18.61
Annual,Euro,Maize - prices per 100 kg,Italy,2015,16.26
Annual,Euro,Maize - prices per 100 kg,Italy,2016,18.48
Annual,Euro,Maize - prices per 100 kg,Italy,2017,18.94
Annual,Euro,Maize - prices per 100 kg,Italy,2018,18.98
Annual,Euro,Maize - prices per 100 kg,Italy,2019,18.17
Annual,Euro,Maize - prices per 100 kg,Italy,2020,18.49
Annual,Euro,Maize - prices per 100 kg,Lithuania,2011,18.08
Annual,Euro,Maize - prices per 100 kg,Lithuania,2012,20.47
Annual,Euro,Maize - prices per 100 kg,Lithuania,2013,16.68
Annual,Euro,Maize - prices per 100 kg,Lithuania,2014,14.61
Annual,Euro,Maize - prices per 100 kg,Lithuania,2015,14.35
Annual,Euro,Maize - prices per 100 kg,Lithuania,2016,12.32
Annual,Euro,Maize - prices per 100 kg,Lithuania,2017,14.15
Annual,Euro,Maize - prices per 100 kg,Lithuania,2018,15.45
Annual,Euro,Maize - prices per 100 kg,Lithuania,2019,13.92
Annual,Euro,Maize - prices per 100 kg,Lithuania,2020,15.94
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2011,18.24
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2012,22.0
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2013,20.0
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2014,12.8
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2015,15.45
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2016,17.75
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2017,16.0
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2018,15.5
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2019,16.5
Annual,Euro,Maize - prices per 100 kg,Luxembourg,2020,15.0
Annual,Euro,Maize - prices per 100 kg,Poland,2011,16.52
Annual,Euro,Maize - prices per 100 kg,Poland,2012,17.49
Annual,Euro,Maize - prices per 100 kg,Poland,2013,15.99
Annual,Euro,Maize - prices per 100 kg,Poland,2014,13.02
Annual,Euro,Maize - prices per 100 kg,Poland,2015,13.56
Annual,Euro,Maize - prices per 100 kg,Poland,2016,12.18
Annual,Euro,Maize - prices per 100 kg,Poland,2017,12.8
Annual,Euro,Maize - prices per 100 kg,Poland,2018,14.53
Annual,Euro,Maize - prices per 100 kg,Poland,2019,13.92
Annual,Euro,Maize - prices per 100 kg,Poland,2020,13.48
Annual,Euro,Maize - prices per 100 kg,Portugal,2011,20.72
Annual,Euro,Maize - prices per 100 kg,Portugal,2012,23.81
Annual,Euro,Maize - prices per 100 kg,Portugal,2013,16.65
Annual,Euro,Maize - prices per 100 kg,Portugal,2014,16.78
Annual,Euro,Maize - prices per 100 kg,Portugal,2015,17.21
Annual,Euro,Maize - prices per 100 kg,Portugal,2016,16.74
Annual,Euro,Maize - prices per 100 kg,Portugal,2017,16.65
Annual,Euro,Maize - prices per 100 kg,Portugal,2018,17.32
Annual,Euro,Maize - prices per 100 kg,Portugal,2019,16.84
Annual,Euro,Maize - prices per 100 kg,Portugal,2020,17.49
Annual,Euro,Maize - prices per 100 kg,Romania,2011,23.59
Annual,Euro,Maize - prices per 100 kg,Romania,2012,23.32
Annual,Euro,Maize - prices per 100 kg,Romania,2013,22.63
Annual,Euro,Maize - prices per 100 kg,Romania,2014,17.1
Annual,Euro,Maize - prices per 100 kg,Romania,2015,17.1
Annual,Euro,Maize - prices per 100 kg,Romania,2016,16.48
Annual,Euro,Maize - prices per 100 kg,Romania,2017,14.88
Annual,Euro,Maize - prices per 100 kg,Romania,2018,15.26
Annual,Euro,Maize - prices per 100 kg,Romania,2019,15.17
Annual,Euro,Maize - prices per 100 kg,Romania,2020,16.74
Annual,Euro,Maize - prices per 100 kg,Slovenia,2011,17.03
Annual,Euro,Maize - prices per 100 kg,Slovenia,2012,19.98
Annual,Euro,Maize - prices per 100 kg,Slovenia,2013,16.92
Annual,Euro,Maize - prices per 100 kg,Slovenia,2014,12.53
Annual,Euro,Maize - prices per 100 kg,Slovenia,2015,13.18
Annual,Euro,Maize - prices per 100 kg,Slovenia,2016,13.06
Annual,Euro,Maize - prices per 100 kg,Slovenia,2017,14.13
Annual,Euro,Maize - prices per 100 kg,Slovenia,2018,14.69
Annual,Euro,Maize - prices per 100 kg,Slovenia,2019,12.37
Annual,Euro,Maize - prices per 100 kg,Slovenia,2020,12.49
Annual,Euro,Maize - prices per 100 kg,Slovakia,2011,16.71
Annual,Euro,Maize - prices per 100 kg,Slovakia,2012,19.97
Annual,Euro,Maize - prices per 100 kg,Slovakia,2013,17.27
Annual,Euro,Maize - prices per 100 kg,Slovakia,2014,12.87
Annual,Euro,Maize - prices per 100 kg,Slovakia,2015,13.96
Annual,Euro,Maize - prices per 100 kg,Slovakia,2016,12.83
Annual,Euro,Maize - prices per 100 kg,Slovakia,2017,13.5
Annual,Euro,Maize - prices per 100 kg,Slovakia,2018,14.39
Annual,Euro,Maize - prices per 100 kg,Slovakia,2019,13.71
Annual,Euro,Maize - prices per 100 kg,Slovakia,2020,13.45
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2011,24.98
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2012,25.26
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2013,28.22
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2014,36.69
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2015,33.57
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2016,30.91
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2017,24.03
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2018,26.44
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2019,30.3
Annual,Euro,Rice - prices per 100 kg,Bulgaria,2020,34.81
Annual,Euro,Rice - prices per 100 kg,Greece,2011,22.68
Annual,Euro,Rice - prices per 100 kg,Greece,2012,22.41
Annual,Euro,Rice - prices per 100 kg,Greece,2013,23.91
Annual,Euro,Rice - prices per 100 kg,Greece,2014,22.84
Annual,Euro,Rice - prices per 100 kg,Greece,2015,22.93
Annual,Euro,Rice - prices per 100 kg,Greece,2016,22.6
Annual,Euro,Rice - prices per 100 kg,Greece,2017,21.98
Annual,Euro,Rice - prices per 100 kg,Greece,2018,23.03
Annual,Euro,Rice - prices per 100 kg,Greece,2019,24.53
Annual,Euro,Rice - prices per 100 kg,Greece,2020,25.06
Annual,Euro,Rice - prices per 100 kg,Spain,2011,27.61
Annual,Euro,Rice - prices per 100 kg,Spain,2012,27.66
Annual,Euro,Rice - prices per 100 kg,Spain,2013,27.51
Annual,Euro,Rice - prices per 100 kg,Spain,2014,27.46
Annual,Euro,Rice - prices per 100 kg,Spain,2015,27.68
Annual,Euro,Rice - prices per 100 kg,Spain,2016,30.08
Annual,Euro,Rice - prices per 100 kg,Spain,2017,29.01
Annual,Euro,Rice - prices per 100 kg,Spain,2018,29.19
Annual,Euro,Rice - prices per 100 kg,Spain,2019,30.51
Annual,Euro,Rice - prices per 100 kg,Spain,2020,31.7
Annual,Euro,Rice - prices per 100 kg,Hungary,2011,22.31
Annual,Euro,Rice - prices per 100 kg,Hungary,2012,23.34
Annual,Euro,Rice - prices per 100 kg,Hungary,2013,21.49
Annual,Euro,Rice - prices per 100 kg,Hungary,2019,24.51
Annual,Euro,Rice - prices per 100 kg,Italy,2011,45.75
Annual,Euro,Rice - prices per 100 kg,Italy,2012,36.98
Annual,Euro,Rice - prices per 100 kg,Italy,2013,39.99
Annual,Euro,Rice - prices per 100 kg,Italy,2014,54.05
Annual,Euro,Rice - prices per 100 kg,Italy,2015,56.46
Annual,Euro,Rice - prices per 100 kg,Italy,2016,45.67
Annual,Euro,Rice - prices per 100 kg,Italy,2017,34.57
Annual,Euro,Rice - prices per 100 kg,Italy,2018,34.2
Annual,Euro,Rice - prices per 100 kg,Italy,2019,42.29
Annual,Euro,Rice - prices per 100 kg,Italy,2020,42.18
Annual,Euro,Rice - prices per 100 kg,Portugal,2011,29.45
Annual,Euro,Rice - prices per 100 kg,Portugal,2012,29.67
Annual,Euro,Rice - prices per 100 kg,Portugal,2013,27.08
Annual,Euro,Rice - prices per 100 kg,Portugal,2014,29.6
Annual,Euro,Rice - prices per 100 kg,Portugal,2015,30.13
Annual,Euro,Rice - prices per 100 kg,Portugal,2016,27.4
Annual,Euro,Rice - prices per 100 kg,Portugal,2017,27.65
Annual,Euro,Rice - prices per 100 kg,Portugal,2018,31.22
Annual,Euro,Rice - prices per 100 kg,Portugal,2019,33.3
Annual,Euro,Rice - prices per 100 kg,Portugal,2020,36.5
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2011,18.43
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2012,19.69
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2013,15.3
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2014,15.32
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2015,15.46
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2016,13.91
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2017,15.92
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2018,17.76
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2019,14.96
Annual,Euro,Sorghum - prices per 100 kg,Bulgaria,2020,15.62
Annual,Euro,Sorghum - prices per 100 kg,Spain,2011,20.0
Annual,Euro,Sorghum - prices per 100 kg,Spain,2012,22.95
Annual,Euro,Sorghum - prices per 100 kg,Spain,2013,19.2
Annual,Euro,Sorghum - prices per 100 kg,Spain,2014,16.3
Annual,Euro,Sorghum - prices per 100 kg,Spain,2015,16.84
Annual,Euro,Sorghum - prices per 100 kg,Spain,2016,15.99
Annual,Euro,Sorghum - prices per 100 kg,Spain,2017,16.09
Annual,Euro,Sorghum - prices per 100 kg,Spain,2018,17.28
Annual,Euro,Sorghum - prices per 100 kg,Spain,2019,17.25
Annual,Euro,Sorghum - prices per 100 kg,Spain,2020,17.71
Annual,Euro,Sorghum - prices per 100 kg,France,2011,20.37
Annual,Euro,Sorghum - prices per 100 kg,France,2012,29.06
Annual,Euro,Sorghum - prices per 100 kg,France,2013,30.39
Annual,Euro,Sorghum - prices per 100 kg,France,2014,22.9
Annual,Euro,Sorghum - prices per 100 kg,France,2015,21.5
Annual,Euro,Sorghum - prices per 100 kg,France,2016,21.0
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2011,17.97
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2012,19.51
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2013,21.29
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2014,14.25
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2015,12.63
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2016,12.63
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2017,12.69
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2018,13.67
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2019,12.59
Annual,Euro,Sorghum - prices per 100 kg,Hungary,2020,12.95
Annual,Euro,Triticale - prices per 100 kg,Austria,2011,14.25
Annual,Euro,Triticale - prices per 100 kg,Austria,2012,18.76
Annual,Euro,Triticale - prices per 100 kg,Austria,2013,13.17
Annual,Euro,Triticale - prices per 100 kg,Austria,2014,11.9
Annual,Euro,Triticale - prices per 100 kg,Austria,2015,11.86
Annual,Euro,Triticale - prices per 100 kg,Austria,2016,10.31
Annual,Euro,Triticale - prices per 100 kg,Austria,2017,12.38
Annual,Euro,Triticale - prices per 100 kg,Austria,2018,13.57
Annual,Euro,Triticale - prices per 100 kg,Austria,2019,13.02
Annual,Euro,Triticale - prices per 100 kg,Austria,2020,12.91
Annual,Euro,Triticale - prices per 100 kg,Belgium,2011,12.04
Annual,Euro,Triticale - prices per 100 kg,Belgium,2012,11.51
Annual,Euro,Triticale - prices per 100 kg,Belgium,2013,9.53
Annual,Euro,Triticale - prices per 100 kg,Belgium,2014,8.54
Annual,Euro,Triticale - prices per 100 kg,Belgium,2015,7.25
Annual,Euro,Triticale - prices per 100 kg,Belgium,2016,5.74
Annual,Euro,Triticale - prices per 100 kg,Belgium,2017,5.34
Annual,Euro,Triticale - prices per 100 kg,Belgium,2018,8.8
Annual,Euro,Triticale - prices per 100 kg,Belgium,2019,8.31
Annual,Euro,Triticale - prices per 100 kg,Belgium,2020,9.47
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2011,14.1
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2012,18.06
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2013,17.06
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2014,14.58
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2015,15.31
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2016,14.18
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2017,14.07
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2018,13.85
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2019,14.98
Annual,Euro,Triticale - prices per 100 kg,Bulgaria,2020,14.93
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2015,19.3
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2016,19.07
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2017,26.16
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2018,22.3
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2019,20.25
Annual,Euro,Triticale - prices per 100 kg,Cyprus,2020,22.5
Annual,Euro,Triticale - prices per 100 kg,Czechia,2012,17.54
Annual,Euro,Triticale - prices per 100 kg,Czechia,2013,17.71
Annual,Euro,Triticale - prices per 100 kg,Czechia,2014,14.05
Annual,Euro,Triticale - prices per 100 kg,Czechia,2015,12.9
Annual,Euro,Triticale - prices per 100 kg,Czechia,2016,12.5
Annual,Euro,Triticale - prices per 100 kg,Czechia,2017,12.57
Annual,Euro,Triticale - prices per 100 kg,Czechia,2018,14.11
Annual,Euro,Triticale - prices per 100 kg,Czechia,2019,15.58
Annual,Euro,Triticale - prices per 100 kg,Czechia,2020,14.25
Annual,Euro,Triticale - prices per 100 kg,Germany,2011,19.16
Annual,Euro,Triticale - prices per 100 kg,Germany,2012,20.54
Annual,Euro,Triticale - prices per 100 kg,Germany,2013,18.28
Annual,Euro,Triticale - prices per 100 kg,Germany,2014,15.12
Annual,Euro,Triticale - prices per 100 kg,Germany,2015,14.35
Annual,Euro,Triticale - prices per 100 kg,Germany,2016,12.84
Annual,Euro,Triticale - prices per 100 kg,Germany,2017,14.08
Annual,Euro,Triticale - prices per 100 kg,Germany,2018,15.98
Annual,Euro,Triticale - prices per 100 kg,Germany,2019,15.64
Annual,Euro,Triticale - prices per 100 kg,Germany,2020,15.37
Annual,Euro,Triticale - prices per 100 kg,Denmark,2011,17.85
Annual,Euro,Triticale - prices per 100 kg,Denmark,2012,21.02
Annual,Euro,Triticale - prices per 100 kg,Denmark,2013,18.14
Annual,Euro,Triticale - prices per 100 kg,Denmark,2014,14.8
Annual,Euro,Triticale - prices per 100 kg,Denmark,2015,14.46
Annual,Euro,Triticale - prices per 100 kg,Denmark,2016,12.98
Annual,Euro,Triticale - prices per 100 kg,Denmark,2017,13.88
Annual,Euro,Triticale - prices per 100 kg,Denmark,2018,16.83
Annual,Euro,Triticale - prices per 100 kg,Denmark,2019,15.46
Annual,Euro,Triticale - prices per 100 kg,Denmark,2020,15.13
Annual,Euro,Triticale - prices per 100 kg,Spain,2011,20.62
Annual,Euro,Triticale - prices per 100 kg,Spain,2013,19.83
Annual,Euro,Triticale - prices per 100 kg,Spain,2014,18.05
Annual,Euro,Triticale - prices per 100 kg,Spain,2015,17.64
Annual,Euro,Triticale - prices per 100 kg,Spain,2016,15.95
Annual,Euro,Triticale - prices per 100 kg,Spain,2017,16.66
Annual,Euro,Triticale - prices per 100 kg,Spain,2018,17.2
Annual,Euro,Triticale - prices per 100 kg,Spain,2019,17.85
Annual,Euro,Triticale - prices per 100 kg,Spain,2020,18.39
Annual,Euro,Triticale - prices per 100 kg,France,2011,18.93
Annual,Euro,Triticale - prices per 100 kg,France,2012,29.59
Annual,Euro,Triticale - prices per 100 kg,France,2013,27.34
Annual,Euro,Triticale - prices per 100 kg,France,2014,21.5
Annual,Euro,Triticale - prices per 100 kg,France,2015,20.8
Annual,Euro,Triticale - prices per 100 kg,France,2016,19.2
Annual,Euro,Triticale - prices per 100 kg,Croatia,2011,16.49
Annual,Euro,Triticale - prices per 100 kg,Croatia,2012,15.37
Annual,Euro,Triticale - prices per 100 kg,Croatia,2013,12.92
Annual,Euro,Triticale - prices per 100 kg,Croatia,2014,13.9
Annual,Euro,Triticale - prices per 100 kg,Croatia,2015,13.78
Annual,Euro,Triticale - prices per 100 kg,Croatia,2016,12.22
Annual,Euro,Triticale - prices per 100 kg,Croatia,2017,12.84
Annual,Euro,Triticale - prices per 100 kg,Croatia,2018,13.08
Annual,Euro,Triticale - prices per 100 kg,Croatia,2019,12.91
Annual,Euro,Triticale - prices per 100 kg,Croatia,2020,12.02
Annual,Euro,Triticale - prices per 100 kg,Hungary,2011,15.79
Annual,Euro,Triticale - prices per 100 kg,Hungary,2012,18.35
Annual,Euro,Triticale - prices per 100 kg,Hungary,2013,13.77
Annual,Euro,Triticale - prices per 100 kg,Hungary,2014,13.14
Annual,Euro,Triticale - prices per 100 kg,Hungary,2015,13.07
Annual,Euro,Triticale - prices per 100 kg,Hungary,2016,11.06
Annual,Euro,Triticale - prices per 100 kg,Hungary,2017,12.13
Annual,Euro,Triticale - prices per 100 kg,Hungary,2018,13.16
Annual,Euro,Triticale - prices per 100 kg,Hungary,2019,13.66
Annual,Euro,Triticale - prices per 100 kg,Hungary,2020,13.22
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2011,16.12
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2012,18.76
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2013,14.58
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2014,12.58
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2015,12.43
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2016,11.19
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2017,12.32
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2018,15.0
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2019,13.51
Annual,Euro,Triticale - prices per 100 kg,Lithuania,2020,13.43
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2011,16.5
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2012,20.5
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2013,13.93
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2014,12.08
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2015,13.78
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2016,11.47
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2017,12.98
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2018,14.96
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2019,13.82
Annual,Euro,Triticale - prices per 100 kg,Luxembourg,2020,14.59
Annual,Euro,Triticale - prices per 100 kg,Latvia,2011,16.24
Annual,Euro,Triticale - prices per 100 kg,Latvia,2012,19.19
Annual,Euro,Triticale - prices per 100 kg,Latvia,2013,15.14
Annual,Euro,Triticale - prices per 100 kg,Latvia,2014,12.32
Annual,Euro,Triticale - prices per 100 kg,Latvia,2015,12.21
Annual,Euro,Triticale - prices per 100 kg,Latvia,2016,10.72
Annual,Euro,Triticale - prices per 100 kg,Latvia,2017,11.12
Annual,Euro,Triticale - prices per 100 kg,Latvia,2018,14.06
Annual,Euro,Triticale - prices per 100 kg,Latvia,2019,12.94
Annual,Euro,Triticale - prices per 100 kg,Latvia,2020,13.26
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2011,18.3
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2012,22.5
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2013,17.05
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2014,13.85
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2015,14.3
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2016,13.7
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2017,14.05
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2018,18.3
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2019,15.05
Annual,Euro,Triticale - prices per 100 kg,Netherlands,2020,17.15
Annual,Euro,Triticale - prices per 100 kg,Poland,2011,17.7
Annual,Euro,Triticale - prices per 100 kg,Poland,2012,19.27
Annual,Euro,Triticale - prices per 100 kg,Poland,2013,15.61
Annual,Euro,Triticale - prices per 100 kg,Poland,2014,14.17
Annual,Euro,Triticale - prices per 100 kg,Poland,2015,13.5
Annual,Euro,Triticale - prices per 100 kg,Poland,2016,13.16
Annual,Euro,Triticale - prices per 100 kg,Poland,2017,13.78
Annual,Euro,Triticale - prices per 100 kg,Poland,2018,15.5
Annual,Euro,Triticale - prices per 100 kg,Poland,2019,15.09
Annual,Euro,Triticale - prices per 100 kg,Poland,2020,14.1
Annual,Euro,Triticale - prices per 100 kg,Portugal,2011,19.48
Annual,Euro,Triticale - prices per 100 kg,Portugal,2012,21.76
Annual,Euro,Triticale - prices per 100 kg,Portugal,2013,19.89
Annual,Euro,Triticale - prices per 100 kg,Portugal,2014,17.91
Annual,Euro,Triticale - prices per 100 kg,Portugal,2015,17.84
Annual,Euro,Triticale - prices per 100 kg,Portugal,2016,16.7
Annual,Euro,Triticale - prices per 100 kg,Portugal,2017,17.0
Annual,Euro,Triticale - prices per 100 kg,Portugal,2018,17.0
Annual,Euro,Triticale - prices per 100 kg,Portugal,2019,19.43
Annual,Euro,Triticale - prices per 100 kg,Portugal,2020,18.0
Annual,Euro,Triticale - prices per 100 kg,Sweden,2011,17.5
Annual,Euro,Triticale - prices per 100 kg,Sweden,2012,19.99
Annual,Euro,Triticale - prices per 100 kg,Sweden,2013,17.22
Annual,Euro,Triticale - prices per 100 kg,Sweden,2014,13.92
Annual,Euro,Triticale - prices per 100 kg,Sweden,2015,12.49
Annual,Euro,Triticale - prices per 100 kg,Sweden,2016,11.89
Annual,Euro,Triticale - prices per 100 kg,Sweden,2017,12.34
Annual,Euro,Triticale - prices per 100 kg,Sweden,2018,17.34
Annual,Euro,Triticale - prices per 100 kg,Sweden,2019,12.65
Annual,Euro,Triticale - prices per 100 kg,Sweden,2020,13.53
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2011,22.11
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2012,18.32
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2013,16.22
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2014,15.39
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2015,13.95
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2016,13.16
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2017,12.86
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2018,13.92
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2019,15.22
Annual,Euro,Triticale - prices per 100 kg,Slovenia,2020,13.7
Annual,Euro,Rape - prices per 100 kg,Austria,2011,41.55
Annual,Euro,Rape - prices per 100 kg,Austria,2012,46.11
Annual,Euro,Rape - prices per 100 kg,Austria,2013,34.15
Annual,Euro,Rape - prices per 100 kg,Austria,2014,29.01
Annual,Euro,Rape - prices per 100 kg,Austria,2015,33.48
Annual,Euro,Rape - prices per 100 kg,Austria,2016,34.11
Annual,Euro,Rape - prices per 100 kg,Austria,2017,33.25
Annual,Euro,Rape - prices per 100 kg,Austria,2018,32.19
Annual,Euro,Rape - prices per 100 kg,Austria,2019,34.38
Annual,Euro,Rape - prices per 100 kg,Austria,2020,35.36
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2011,41.19
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2012,46.08
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2013,35.48
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2014,32.08
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2015,34.28
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2016,33.64
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2017,33.07
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2018,33.8
Annual,Euro,Rape - prices per 100 kg,Bulgaria,2019,34.41
